U_ppm,Ta_ppm,Pt_ppb,Pd_ppb,X,Y
1.84,0.92866,0.0,0.0,77.083333,15.153623
2.1,0.8732,0.0,0.0,77.101852,15.153615
3.518,0.9263,0.0,0.0,77.12037,15.153606
2.985,1.4396,0.0,0.0,77.138889,15.153595
3.999,3.40548,0.0,0.0,77.157407,15.153583
1.414,0.79532,0.0,0.0,77.175926,15.153569
0.807,0.69148,0.0,0.0,77.194444,15.153554
0.996,0.65136,0.0,0.0,77.212963,15.153537
1.311,0.64074,0.0,0.0,77.231481,15.153518
1.174,0.82364,0.0,0.0,77.25,15.1535
2.895,6.89002,0.0,0.0,77.009259,15.171713
1.466,0.70092,0.0,0.0,77.027778,15.171712
1.888,0.99238,0.0,0.0,77.046296,15.171709
1.261,0.81774,0.0,0.0,77.064815,15.171704
1.523,0.68558,0.0,0.0,77.083333,15.171698
0.864,0.67496,0.0,0.0,77.101852,15.17169
1.202,0.6785,0.0,0.0,77.12037,15.171681
1.292,0.6667,0.0,0.0,77.138889,15.17167
1.65,0.9263,0.0,0.0,77.157407,15.171658
1.295,0.7869,0.0,0.0,77.212963,15.171612
1.091,0.71208,0.0,0.0,77.231481,15.171593
0.989,0.73401,0.0,0.0,77.25,15.171575
4.693,0.93912,0.0,0.0,77.009259,15.189788
1.344,0.68241,0.0,0.0,77.027778,15.189787
1.791,1.00352,0.0,0.0,77.25,15.207725
2.249,0.89712,0.0,0.0,77.009259,15.225938
2.309,0.88928,0.0,0.0,77.027778,15.225936
8.36,0.65184,0.0,0.0,77.046296,15.225933
1.59,0.82656,0.0,0.0,77.064815,15.225929
3.434,0.79744,0.0,0.0,77.083333,15.225922
2.826,1.4224,0.0,0.0,77.101852,15.225915
1.84,0.86688,0.0,0.0,77.12037,15.225905
2.981,0.80304,0.0,0.0,77.138889,15.225895
2.935,1.31712,0.0,0.0,77.157407,15.225882
1.794,0.7112,0.0,0.0,77.175926,15.225868
2.329,0.81984,0.0,0.0,77.194444,15.225853
1.601,0.72576,0.0,0.0,77.212963,15.225836
1.747,0.76608,0.0,0.0,77.231481,15.225818
1.862,3.06768,0.0,0.0,77.25,15.225799
2.048,0.88032,0.0,0.0,77.009259,15.24249
3.153,0.758,0.0,0.0,77.027778,15.242494
4.059,1.327,0.0,0.0,77.046296,15.242496
2.256,0.84,0.0,0.0,77.064815,15.242496
1.81,0.841,0.0,0.0,77.083333,15.242495
2.955,1.066,0.0,0.0,77.101852,15.242493
2.427,0.8,0.0,0.0,77.12037,15.242489
3.351,0.807,0.0,0.0,77.138889,15.242483
2.313,0.79,0.0,0.0,77.157407,15.242476
2.19,0.847,0.0,0.0,77.175926,15.242467
1.962,0.812,0.0,0.0,77.194444,15.242457
2.977,0.959,0.0,0.0,77.212963,15.242445
2.982,0.896,0.0,0.0,77.231481,15.242432
2.156,1.086,0.0,0.0,77.25,15.242419
2.56,0.75,0.2,0.3,77.464153,15.527174
5.19,1.02,0.1,0.15,77.482775,15.527174
4.21,0.97,0.3,0.4,77.5,15.527174
1.31,0.53,0.5,0.6,77.259311,15.54529
1.59,0.42,0.4,0.4,77.277933,15.54529
3.19,0.75,0.6,0.8,77.296555,15.54529
3.47,0.76,0.4,0.4,77.315177,15.54529
4.89,0.93,0.3,0.3,77.333799,15.54529
2.99,0.73,0.6,0.6,77.352421,15.54529
2.67,0.61,0.4,0.3,77.371043,15.54529
6.13,1.54,0.5,0.6,77.389665,15.54529
5.19,1.08,0.6,0.5,77.408287,15.54529
6.01,1.24,0.6,0.5,77.426909,15.54529
7.95,1.15,0.4,0.5,77.445531,15.54529
6.18,1.2,0.4,0.4,77.464153,15.54529
4.27,0.89,0.2,0.3,77.482775,15.54529
2.8,0.7,0.4,0.4,77.5,15.54529
1.73,0.59,0.5,0.5,77.259311,15.563406
1.7,0.51,0.4,0.5,77.277933,15.563406
1.58,0.54,0.4,0.4,77.296555,15.563406
3.67,0.84,0.5,0.6,77.315177,15.563406
3.27,1.02,0.4,0.5,77.333799,15.563406
5.02,1.54,0.3,0.5,77.352421,15.563406
3.82,1.2,0.4,0.6,77.371043,15.563406
6.91,1.64,0.3,0.4,77.389665,15.563406
7.32,1.57,0.2,0.15,77.408287,15.563406
4.77,1.65,0.1,0.15,77.426909,15.563406
5.96,1.94,0.3,0.4,77.445531,15.563406
6.57,1.25,0.3,0.4,77.464153,15.563406
8.16,1.32,0.3,0.4,77.482775,15.563406
3.71,1.1,0.3,0.3,77.5,15.563406
2.88,0.73,0.4,0.6,77.259311,15.581522
3.43,0.8,0.4,0.6,77.277933,15.581522
5.01,1.14,0.3,0.4,77.296555,15.581522
2.98,0.69,0.3,0.4,77.315177,15.581522
4.43,1.25,0.3,0.4,77.333799,15.581522
7.69,2.28,0.3,0.4,77.352421,15.581522
7.56,1.77,0.3,0.4,77.371043,15.581522
6.38,1.76,0.2,0.4,77.389665,15.581522
8.81,1.9,0.3,0.4,77.408287,15.581522
5.31,2.65,0.1,0.15,77.426909,15.581522
7.01,1.37,0.1,0.15,77.445531,15.581522
7.36,1.33,0.1,0.15,77.464153,15.581522
4.26,0.84,0.4,0.5,77.482775,15.581522
2.52,0.61,0.3,0.3,77.5,15.581522
3.72,0.78,0.4,0.5,77.259311,15.599638
3.33,0.82,0.6,0.8,77.277933,15.599638
3.23,0.8,0.6,0.8,77.296555,15.599638
5.43,0.96,0.2,0.15,77.315177,15.599638
4.63,0.96,0.8,0.8,77.333799,15.599638
2.23,0.67,0.7,0.8,77.259311,15.509058
1.24,0.54,0.6,0.6,77.277933,15.509058
2.0,0.59,0.5,0.5,77.296555,15.509058
1.61,0.6,0.5,0.6,77.315177,15.509058
1.99,0.68,0.3,0.4,77.333799,15.509058
2.53,0.81,0.4,0.5,77.352421,15.509058
1.89,0.81,0.5,0.6,77.371043,15.509058
5.41,1.06,0.3,0.4,77.389665,15.509058
6.38,0.88,0.3,0.3,77.408287,15.509058
6.79,2.16,0.1,0.15,77.426909,15.509058
8.35,2.26,0.5,0.4,77.445531,15.509058
7.05,1.25,0.3,0.5,77.464153,15.509058
4.59,0.87,0.2,0.15,77.482775,15.509058
4.97,0.96,0.2,0.15,77.5,15.509058
1.15,0.43,0.4,0.4,77.259311,15.527174
1.18,0.47,0.5,0.6,77.277933,15.527174
1.49,0.41,0.4,0.4,77.296555,15.527174
1.73,0.66,0.5,0.6,77.315177,15.527174
4.09,0.97,0.1,0.15,77.333799,15.527174
3.05,1.2,0.5,0.6,77.352421,15.527174
1.91,0.65,0.4,0.6,77.371043,15.527174
2.95,0.72,0.2,0.3,77.389665,15.527174
3.64,0.77,0.3,0.4,77.408287,15.527174
4.51,0.86,0.1,0.15,77.426909,15.527174
4.01,1.06,0.1,0.15,77.445531,15.527174
3.28,0.71,0.3,0.15,77.5,15.744565
1.636,0.567,0.4,0.6,77.259311,15.258889
1.305,0.516,0.3,0.6,77.277933,15.258889
1.456,0.642,0.4,0.6,77.296555,15.258889
1.233,0.525,1.2,1.5,77.315177,15.258889
1.625,0.753,0.4,0.5,77.333799,15.258889
1.609,0.721,0.8,1.3,77.352421,15.258889
1.343,0.456,0.7,1.0,77.371043,15.258889
1.388,0.475,0.2,0.15,77.389665,15.258889
1.848,0.521,0.4,0.4,77.408287,15.258889
1.442,0.521,0.4,0.5,77.426909,15.258889
1.081,0.341,0.6,0.7,77.445531,15.258889
1.327,0.35,1.1,2.2,77.464153,15.258889
1.359,0.348,0.4,0.4,77.482775,15.258889
1.164,0.339,0.3,0.4,77.5,15.258889
2.114,0.64,0.6,0.9,77.259311,15.274167
1.251,0.538,0.4,0.5,77.277933,15.276944
1.471,0.521,0.1,0.15,77.296555,15.276944
1.883,0.716,0.6,1.0,77.315177,15.276944
1.576,0.687,0.6,1.0,77.333799,15.276944
1.783,0.739,0.6,0.9,77.352421,15.276944
1.009,0.333,0.2,0.15,77.371043,15.276944
1.819,0.658,0.7,0.8,77.389665,15.276944
1.381,0.424,0.4,0.5,77.408287,15.276944
1.457,0.521,0.4,0.5,77.426909,15.276944
2.165,0.699,0.5,0.7,77.445531,15.276944
1.396,0.637,0.6,0.8,77.464153,15.276944
1.703,0.571,0.4,0.3,77.482775,15.276944
1.015,0.371,0.4,0.4,77.5,15.276944
1.482,0.485,0.4,0.5,77.259311,15.295
1.25,0.604,0.4,0.7,77.277933,15.295
1.687,0.63,0.3,0.15,77.296555,15.295
1.618,0.614,0.6,0.7,77.315177,15.295
1.887,0.719,0.7,0.7,77.333799,15.295
2.305,0.924,1.0,1.2,77.352421,15.295
2.627,0.931,1.0,1.1,77.371043,15.295
2.379,0.779,0.7,0.7,77.389665,15.295
1.592,0.547,0.6,0.6,77.408287,15.295
2.156,0.869,0.8,0.7,77.426909,15.295
1.782,0.803,0.7,0.7,77.445531,15.295
1.547,0.65,0.6,0.6,77.464153,15.295
1.464,0.414,0.4,0.15,77.482775,15.295
1.077,0.506,0.5,0.6,77.5,15.295
1.653,0.58,0.5,0.6,77.259311,15.313056
1.905,0.717,0.9,1.0,77.277933,15.313056
2.385,0.75,0.7,0.8,77.296555,15.313056
1.692,0.713,0.6,0.6,77.315177,15.313056
2.003,0.895,1.0,1.0,77.333799,15.313056
5.59,1.35,0.4,0.5,77.352421,15.599638
3.9,1.88,0.3,0.3,77.371043,15.599638
4.59,1.63,0.3,0.4,77.389665,15.599638
6.12,1.89,0.1,0.15,77.408287,15.599638
5.55,1.72,0.2,0.3,77.426909,15.599638
7.73,1.3,0.2,0.15,77.445531,15.599638
3.75,0.72,0.3,0.3,77.464153,15.599638
3.51,1.2,0.4,0.6,77.482775,15.599638
3.28,1.3,0.5,0.8,77.5,15.599638
2.72,0.81,0.6,0.8,77.259311,15.617754
9.48,0.99,0.3,0.4,77.277933,15.617754
5.68,0.89,0.4,0.5,77.296555,15.617754
7.5,1.04,0.3,0.4,77.315177,15.617754
5.9,0.9,0.2,0.15,77.333799,15.617754
4.2,1.05,0.3,0.3,77.352421,15.617754
5.23,1.37,4.8,0.15,77.371043,15.617754
5.72,1.43,0.2,0.15,77.389665,15.617754
2.59,0.81,0.5,0.5,77.408287,15.617754
6.87,2.58,0.5,0.6,77.426909,15.617754
6.49,1.53,0.1,0.15,77.445531,15.617754
5.31,0.99,0.1,0.15,77.464153,15.617754
3.87,1.5,1.1,0.7,77.482775,15.617754
3.0,0.75,0.1,0.15,77.5,15.617754
5.85,0.86,1.1,0.8,77.259311,15.63587
19.45,1.0,0.3,0.4,77.277933,15.63587
7.0,0.77,0.3,0.3,77.296555,15.63587
6.23,1.02,0.3,0.3,77.315177,15.63587
4.83,1.32,0.2,0.3,77.333799,15.63587
4.97,1.09,0.3,0.4,77.352421,15.63587
4.89,1.9,0.4,0.5,77.371043,15.63587
6.12,1.54,0.1,0.15,77.389665,15.63587
5.28,1.74,0.1,0.15,77.408287,15.63587
4.58,0.85,0.3,0.3,77.426909,15.63587
4.67,1.41,0.5,0.5,77.445531,15.63587
4.43,0.87,0.3,0.3,77.464153,15.63587
4.68,1.08,0.2,0.15,77.482775,15.63587
4.18,1.04,0.1,0.15,77.5,15.63587
13.32,1.13,0.4,0.5,77.259311,15.653985
20.36,1.2,0.3,0.4,77.277933,15.653985
14.34,1.28,0.4,0.4,77.296555,15.653985
11.7,1.51,0.4,0.15,77.315177,15.653985
7.7,1.88,0.2,0.15,77.333799,15.653985
5.4,1.56,0.3,0.4,77.352421,15.653985
4.73,1.38,0.2,0.15,77.371043,15.653985
9.12,3.4,0.3,0.3,77.389665,15.653985
6.31,1.14,0.3,0.15,77.408287,15.653985
4.3,1.2,0.4,0.5,77.426909,15.653985
5.38,1.01,0.3,0.4,77.445531,15.653985
5.33,1.15,0.3,0.4,77.464153,15.653985
3.98,0.96,0.3,0.3,77.482775,15.653985
3.14,0.92,0.2,0.15,77.5,15.653985
2.44,0.86,0.4,0.6,77.259311,15.672101
10.85,2.3,0.5,0.4,77.277933,15.672101
10.62,1.77,0.3,0.3,77.296555,15.672101
6.31,1.37,0.3,0.15,77.315177,15.672101
8.25,2.01,0.3,0.15,77.333799,15.672101
7.97,1.95,0.4,0.15,77.352421,15.672101
8.9,1.75,0.4,0.3,77.371043,15.672101
8.45,1.86,0.2,0.15,77.389665,15.672101
8.25,1.41,0.2,0.15,77.408287,15.672101
5.23,0.72,0.5,0.5,77.426909,15.672101
3.97,0.87,0.3,0.4,77.445531,15.672101
3.96,0.95,0.5,0.3,77.464153,15.672101
2.89,0.98,0.3,0.3,77.482775,15.672101
2.83,0.91,0.3,0.15,77.5,15.672101
11.3,2.46,0.3,0.15,77.259311,15.690217
8.43,1.78,0.2,0.15,77.277933,15.690217
6.64,1.85,0.4,0.5,77.296555,15.690217
8.32,3.33,0.4,0.4,77.315177,15.690217
3.95,0.83,0.4,0.4,77.333799,15.690217
19.07,4.04,0.6,0.4,77.352421,15.690217
7.77,2.28,0.1,0.15,77.371043,15.690217
6.2,0.93,0.2,0.15,77.389665,15.690217
9.16,2.42,0.3,0.15,77.408287,15.690217
5.31,0.82,0.4,0.4,77.426909,15.690217
4.46,2.13,0.4,0.4,77.445531,15.690217
3.53,1.64,0.6,0.5,77.464153,15.690217
3.45,1.06,0.3,0.3,77.482775,15.690217
2.92,0.77,0.4,0.4,77.5,15.690217
7.72,5.3,0.3,0.3,77.259311,15.708333
7.59,2.97,0.1,0.15,77.277933,15.708333
10.42,3.17,0.4,0.4,77.296555,15.708333
16.06,1.9,0.1,0.15,77.315177,15.708333
8.24,2.08,0.1,0.15,77.333799,15.708333
5.89,2.08,0.3,0.4,77.352421,15.708333
4.46,1.61,0.2,0.15,77.371043,15.708333
8.35,1.13,0.4,0.5,77.389665,15.708333
7.92,0.95,8.0,0.4,77.408287,15.708333
3.65,1.24,0.4,0.5,77.426909,15.708333
4.22,1.38,0.4,0.15,77.445531,15.708333
1.719,0.799,0.7,0.9,77.371043,15.385
1.521,0.655,0.7,0.6,77.389665,15.385
1.605,0.823,0.9,0.8,77.408287,15.385
1.639,0.641,0.6,0.7,77.426909,15.385
2.51,0.847,0.6,0.7,77.445531,15.385
3.18,1.53,0.6,0.6,77.464153,15.708333
5.27,0.92,0.6,0.15,77.482775,15.708333
5.52,0.95,0.3,0.4,77.5,15.708333
10.26,4.25,0.1,0.15,77.259311,15.726449
7.89,2.59,0.2,0.3,77.277933,15.726449
8.52,1.64,0.4,0.4,77.296555,15.726449
6.17,1.75,0.3,0.3,77.315177,15.726449
10.57,3.43,0.3,0.3,77.333799,15.726449
5.84,1.75,0.3,0.4,77.352421,15.726449
3.95,1.11,0.5,0.5,77.371043,15.726449
2.83,0.91,0.6,0.5,77.389665,15.726449
4.0,0.95,0.4,0.15,77.408287,15.726449
3.73,1.12,0.3,0.4,77.426909,15.726449
3.5,1.88,0.3,0.15,77.445531,15.726449
3.19,1.15,0.2,0.15,77.464153,15.726449
5.77,1.1,0.2,0.15,77.482775,15.726449
4.35,0.85,0.3,0.15,77.5,15.726449
9.12,3.9,0.2,0.15,77.259311,15.744565
8.78,2.29,0.3,0.15,77.277933,15.744565
8.67,1.74,2.7,0.4,77.296555,15.744565
6.2,1.72,0.4,0.4,77.315177,15.744565
15.86,1.21,0.5,0.3,77.333799,15.744565
7.2,2.1,0.5,0.4,77.352421,15.744565
2.4,0.89,0.6,0.9,77.371043,15.744565
3.03,0.86,0.3,0.15,77.389665,15.744565
3.21,1.02,0.3,0.15,77.408287,15.744565
5.48,1.73,0.3,0.3,77.426909,15.744565
3.43,1.38,0.3,0.15,77.445531,15.744565
4.14,0.68,0.2,0.15,77.464153,15.744565
2.99,0.58,0.1,0.15,77.482775,15.744565
3.018,0.919,0.6,0.7,77.389665,15.457222
4.727,0.746,0.8,0.9,77.408287,15.457222
2.537,0.783,0.6,0.7,77.426909,15.457222
2.452,0.874,0.5,0.6,77.445531,15.457222
2.797,0.752,0.5,0.4,77.464153,15.457222
5.217,1.114,0.3,0.4,77.482775,15.457222
4.344,0.88,0.2,0.3,77.5,15.457222
1.634,0.492,0.7,0.6,77.259311,15.475278
2.353,0.773,0.9,0.8,77.277933,15.475278
1.351,0.701,0.7,0.9,77.296555,15.475278
1.483,0.596,1.9,1.9,77.315177,15.475278
2.101,0.813,1.1,1.1,77.333799,15.475278
1.955,0.519,0.5,0.5,77.352421,15.475278
2.044,0.936,0.5,0.7,77.371043,15.475278
3.49,0.875,0.3,0.4,77.389665,15.475278
3.311,0.87,0.4,0.6,77.408287,15.475278
4.121,0.892,0.1,0.15,77.426909,15.475278
4.473,0.793,0.3,0.4,77.445531,15.475278
3.907,0.951,0.3,0.4,77.464153,15.475278
3.2,0.861,0.4,0.4,77.482775,15.475278
8.235,1.092,0.5,0.6,77.5,15.475278
1.289,0.562,0.7,0.8,77.259311,15.493333
1.556,0.756,1.6,1.8,77.277933,15.493333
1.864,0.704,0.7,0.9,77.296555,15.493333
1.653,0.678,0.6,0.8,77.315177,15.493333
1.838,0.646,0.6,0.8,77.333799,15.493333
1.572,0.682,0.6,0.8,77.352421,15.493333
2.483,0.606,0.5,0.7,77.371043,15.493333
6.526,1.299,0.3,0.4,77.389665,15.493333
3.696,0.754,0.3,0.4,77.408287,15.493333
6.44,0.99,0.3,0.3,77.426909,15.493333
15.073,2.367,0.3,0.4,77.445531,15.493333
4.735,1.336,0.4,0.5,77.464153,15.493333
4.007,1.438,0.3,0.4,77.482775,15.493333
2.3,0.697,0.3,0.4,77.5,15.493333
1.448,0.888,1.6,1.5,77.259311,15.009058
1.267,0.867,2.5,2.0,77.277933,15.009058
1.797,0.879,1.5,1.4,77.296555,15.009058
1.615,0.842,1.3,1.1,77.315177,15.009058
2.017,0.796,0.7,1.0,77.333799,15.009058
1.64,0.818,0.7,0.8,77.352421,15.009058
1.276,0.62,0.5,0.5,77.371043,15.009058
1.545,0.509,1.2,0.5,77.389665,15.009058
1.704,0.593,0.4,0.4,77.408287,15.009058
1.553,0.485,0.4,0.4,77.426909,15.009058
1.595,0.499,0.6,0.6,77.445531,15.009058
1.629,0.537,0.3,0.4,77.464153,15.009058
3.22,1.06,0.7,0.8,77.482775,15.009058
2.637,0.98,0.9,1.1,77.352421,15.313056
2.504,0.936,0.9,1.0,77.371043,15.313056
1.497,0.69,0.8,1.0,77.389665,15.313056
1.823,0.931,0.8,0.9,77.408287,15.313056
2.066,0.936,0.7,0.7,77.426909,15.313056
1.653,0.667,0.6,0.5,77.445531,15.313056
1.748,0.709,0.6,0.6,77.464153,15.313056
1.83,0.725,0.7,0.7,77.482775,15.313056
2.269,0.848,0.6,0.7,77.5,15.313056
1.424,0.675,0.7,0.8,77.259311,15.331111
1.426,0.617,0.6,0.7,77.277933,15.331111
2.187,0.77,0.5,0.6,77.296555,15.331111
1.824,0.848,0.8,0.8,77.315177,15.331111
1.927,0.634,1.9,1.5,77.333799,15.331111
1.457,0.723,0.7,0.7,77.352421,15.331111
1.641,0.708,0.8,0.7,77.371043,15.331111
1.53,0.691,0.7,0.8,77.389665,15.331111
1.562,0.51,0.6,0.8,77.408287,15.331111
1.837,0.9,1.5,0.9,77.426909,15.331111
1.825,0.845,0.8,0.9,77.445531,15.331111
1.581,0.811,0.8,0.9,77.464153,15.331111
1.737,0.658,0.7,0.8,77.482775,15.331111
0.894,0.346,0.6,0.4,77.5,15.331111
1.64,0.762,0.6,0.8,77.259311,15.349167
1.553,0.625,0.6,0.7,77.277933,15.349167
1.893,0.766,0.8,0.9,77.296555,15.349167
1.481,0.682,0.7,0.8,77.315177,15.349167
1.315,0.622,0.8,0.8,77.333799,15.349167
2.122,0.77,0.8,0.8,77.352421,15.349167
1.642,0.759,0.7,0.9,77.371043,15.349167
1.7,0.829,0.8,1.1,77.389665,15.349167
1.57,0.905,1.0,1.2,77.408287,15.349167
1.57,0.91,0.8,1.2,77.426909,15.349167
2.095,0.897,0.9,1.0,77.445531,15.349167
2.067,0.875,0.9,1.1,77.464153,15.349167
1.792,0.686,0.7,0.8,77.482775,15.349167
2.511,0.869,0.8,0.9,77.5,15.349167
1.562,0.77,0.6,0.8,77.259311,15.367222
1.785,0.798,0.7,0.9,77.277933,15.367222
2.182,0.862,0.7,0.9,77.296555,15.367222
1.919,0.779,1.7,0.9,77.315177,15.367222
1.761,0.661,0.8,0.8,77.333799,15.367222
1.92,0.838,0.8,1.0,77.352421,15.367222
1.97,0.775,0.6,0.7,77.371043,15.367222
2.207,0.89,0.8,0.9,77.389665,15.367222
1.703,0.817,0.9,1.0,77.408287,15.367222
1.938,0.95,0.9,1.0,77.426909,15.367222
2.357,1.017,0.9,1.0,77.445531,15.367222
2.752,0.857,0.8,1.1,77.464153,15.367222
2.299,0.804,0.8,1.0,77.482775,15.367222
2.295,0.855,0.6,0.7,77.5,15.367222
1.404,0.61,0.6,0.7,77.259311,15.385
1.579,0.646,0.7,0.8,77.277933,15.385
1.14,0.616,0.9,0.7,77.296555,15.385
1.497,0.858,0.7,0.9,77.315177,15.385
1.3,0.601,0.7,0.6,77.333799,15.385
1.63,0.742,0.8,0.9,77.352421,15.385
2.569,0.921,0.7,0.9,77.464153,15.385
2.894,0.69,0.3,0.4,77.482775,15.385
3.452,1.159,0.5,0.5,77.5,15.385
1.287,0.619,0.5,0.5,77.259311,15.403056
1.208,0.869,0.7,0.8,77.277933,15.403056
1.668,0.907,0.8,0.9,77.277933,15.063406
1.77,0.767,0.7,0.8,77.296555,15.063406
6.716,0.792,0.7,0.8,77.315177,15.063406
2.093,0.783,0.7,0.9,77.333799,15.063406
2.67,0.784,0.6,0.7,77.352421,15.063406
2.334,0.848,0.8,0.9,77.371043,15.063406
2.119,1.015,0.8,0.8,77.389665,15.063406
2.32,0.83,0.4,0.4,77.408287,15.063406
3.114,0.893,0.6,0.6,77.426909,15.063406
3.848,1.161,0.4,0.5,77.445531,15.063406
3.665,1.095,0.4,0.4,77.464153,15.063406
4.066,0.942,0.4,0.4,77.482775,15.063406
4.101,1.34,0.4,0.6,77.5,15.063406
1.821,0.829,0.7,1.0,77.259311,15.081522
1.727,0.761,0.8,1.1,77.277933,15.081522
1.808,0.788,0.9,0.9,77.296555,15.081522
1.688,0.695,1.1,0.8,77.315177,15.081522
1.514,0.633,0.7,0.8,77.333799,15.081522
2.035,0.699,0.7,0.8,77.352421,15.081522
1.667,0.733,0.6,0.8,77.371043,15.081522
1.611,0.712,0.4,0.5,77.389665,15.081522
1.806,0.683,0.5,0.5,77.408287,15.081522
2.696,0.819,0.6,0.7,77.426909,15.081522
4.054,1.471,0.5,0.5,77.445531,15.081522
3.401,0.914,0.5,0.5,77.464153,15.081522
4.297,0.97,0.6,0.6,77.482775,15.081522
5.362,1.396,0.6,0.5,77.5,15.081522
2.04,0.834,0.8,1.0,77.259311,15.099638
1.887,0.737,0.7,0.8,77.277933,15.099638
1.817,0.81,0.7,1.0,77.296555,15.099638
1.527,0.791,0.7,1.1,77.315177,15.099638
1.887,0.825,0.7,0.9,77.333799,15.099638
1.69,0.763,0.8,0.8,77.352421,15.099638
1.441,0.687,0.6,0.4,77.371043,15.099638
2.052,0.775,0.4,0.3,77.389665,15.099638
1.416,0.816,0.8,1.1,77.296555,15.403056
1.017,0.656,0.8,0.7,77.315177,15.403056
1.193,0.679,0.6,0.7,77.333799,15.403056
1.379,0.669,0.5,0.7,77.352421,15.403056
1.691,0.813,0.8,0.8,77.371043,15.403056
1.597,0.863,0.7,1.0,77.389665,15.403056
1.856,0.916,0.6,0.8,77.408287,15.403056
1.434,0.616,0.4,0.4,77.426909,15.403056
1.982,0.681,0.4,0.5,77.445531,15.403056
4.156,1.452,0.4,0.5,77.464153,15.403056
4.088,1.478,0.5,0.5,77.482775,15.403056
4.387,1.668,0.3,0.15,77.5,15.403056
1.281,0.619,0.6,0.6,77.259311,15.420556
1.398,0.568,0.5,0.6,77.277933,15.420556
1.614,0.706,0.5,0.6,77.296555,15.420556
1.469,0.625,0.7,0.7,77.315177,15.420556
1.339,0.641,0.6,0.7,77.333799,15.420556
1.245,0.675,0.6,0.7,77.352421,15.420556
1.583,0.825,0.7,0.8,77.371043,15.420556
1.113,0.69,0.6,0.8,77.389665,15.420556
1.871,0.799,0.7,0.9,77.408287,15.420556
2.301,0.924,0.4,0.6,77.426909,15.420556
1.96,0.76,0.5,0.6,77.445531,15.420556
2.205,0.883,0.5,0.5,77.464153,15.420556
6.428,0.956,0.3,0.3,77.482775,15.420556
3.096,0.935,0.3,0.3,77.5,15.420556
1.185,0.637,0.7,0.6,77.259311,15.439167
0.88,0.466,0.7,0.5,77.277933,15.439167
1.204,0.512,0.6,0.5,77.296555,15.439167
1.556,0.705,0.8,0.8,77.315177,15.439167
1.289,0.672,0.6,0.7,77.333799,15.439167
1.324,0.679,0.6,0.6,77.352421,15.439167
1.974,0.825,1.2,0.8,77.371043,15.439167
1.736,0.794,0.6,0.6,77.389665,15.439167
1.315,0.821,0.8,0.8,77.408287,15.439167
2.088,0.966,0.7,0.8,77.426909,15.439167
2.735,0.662,0.3,0.3,77.445531,15.439167
2.942,1.123,0.4,0.5,77.464153,15.439167
3.724,0.867,0.3,0.5,77.482775,15.439167
3.328,1.033,0.4,0.5,77.5,15.439167
1.639,0.571,0.6,0.6,77.259311,15.457222
1.558,0.527,0.9,0.9,77.277933,15.457222
1.717,0.654,0.6,0.6,77.296555,15.457222
1.677,0.842,0.7,0.8,77.315177,15.457222
1.874,0.867,0.7,0.8,77.333799,15.457222
2.262,0.96,1.2,1.1,77.352421,15.457222
2.061,0.713,0.6,0.6,77.371043,15.457222
1.713,0.669,0.9,0.9,77.259311,15.226449
1.924,0.812,0.8,0.9,77.277933,15.226449
1.801,0.679,2.1,0.8,77.296555,15.226449
1.657,0.494,0.4,0.5,77.315177,15.226449
1.727,0.668,0.7,0.7,77.333799,15.226449
1.786,0.677,0.7,0.7,77.352421,15.226449
1.859,0.619,0.7,0.6,77.371043,15.226449
1.504,0.527,0.6,0.6,77.389665,15.226449
1.717,0.672,0.8,0.7,77.408287,15.226449
1.85,0.613,0.7,0.8,77.426909,15.226449
1.485,0.377,0.5,0.5,77.445531,15.226449
1.777,0.547,0.8,0.7,77.464153,15.226449
1.837,0.936,0.4,0.4,77.482775,15.226449
1.837,0.925,0.2,0.15,77.5,15.226449
2.22,0.8,0.8,0.8,77.259311,15.244565
2.079,0.677,0.7,0.6,77.277933,15.244565
1.702,0.653,0.6,0.6,77.296555,15.244565
1.82,0.661,0.7,0.7,77.315177,15.244565
3.064,0.752,0.7,0.7,77.333799,15.244565
4.257,0.687,0.6,0.6,77.352421,15.244565
2.675,0.718,2.0,0.8,77.371043,15.244565
2.035,0.736,0.7,0.6,77.389665,15.244565
2.197,0.473,0.6,0.5,77.408287,15.244565
1.516,0.415,0.4,0.4,77.426909,15.244565
1.683,0.472,0.4,0.4,77.445531,15.244565
1.957,0.466,1.2,1.2,77.464153,15.244565
1.859,0.613,0.8,0.7,77.482775,15.244565
1.557,0.479,1.3,1.3,77.5,15.244565
3.811,1.088,0.3,0.15,77.5,15.009058
1.932,0.935,1.2,1.3,77.259311,15.027174
1.663,0.851,1.2,1.2,77.277933,15.027174
1.905,0.828,1.1,1.0,77.296555,15.027174
1.643,0.706,0.8,0.9,77.315177,15.027174
1.534,0.769,0.7,0.9,77.333799,15.027174
1.759,0.73,0.6,0.8,77.352421,15.027174
1.545,0.91,0.7,0.8,77.371043,15.027174
1.585,0.635,0.7,0.5,77.389665,15.027174
1.485,0.693,0.3,0.4,77.408287,15.027174
1.704,0.433,1.0,0.4,77.426909,15.027174
1.997,0.624,0.3,0.15,77.445531,15.027174
3.291,0.923,0.5,0.5,77.464153,15.027174
3.728,1.211,0.3,0.4,77.482775,15.027174
4.186,0.937,0.4,0.3,77.5,15.027174
1.607,0.802,1.2,1.3,77.259311,15.04529
1.24,0.539,0.7,0.8,77.277933,15.04529
